Date/Time (hourly average)	SWD [W/m**2]	Origin of Values
2011-02-14T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-14T21	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-14T22	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-14T23	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T00	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T01	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T03	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T04	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T05	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T06	ø-0	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T07	ø13	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T08	ø68	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T09	ø62	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T10	ø64	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T11	ø81	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T12	ø62	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T13	ø83	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T14	ø63	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T15	ø49	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T16	ø29	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T17	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T18	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T21	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T22	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-15T23	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T00	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T01	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T02	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T04	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T05	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T06	ø0	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T07	ø17	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T08	ø39	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T09	ø68	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T10	ø100	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T11	ø76	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T12	ø80	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T13	ø66	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T14	ø43	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T15	ø25	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T16	ø9	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T17	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T18	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T21	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T22	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-16T23	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T00	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T01	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T02	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T04	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T05	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T06	ø0	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T07	ø35	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T08	ø66	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T09	ø115	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T10	ø266	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T11	ø462	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T12	ø443	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T13	ø406	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T14	ø320	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T15	ø173	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T16	ø34	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T17	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T18	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T21	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T22	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-17T23	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T00	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T01	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T02	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T04	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T05	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T06	ø2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T07	ø53	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T08	ø159	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T09	ø234	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T10	ø374	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T11	ø405	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T12	ø500	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T13	ø435	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T14	ø324	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T15	ø183	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T16	ø43	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T17	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T18	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T21	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T22	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-18T23	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T00	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T01	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T02	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T04	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T05	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T06	ø4	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T07	ø57	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T08	ø234	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T09	ø391	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T10	ø483	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T11	ø421	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T12	ø312	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T13	ø282	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T14	ø127	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T15	ø86	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T16	ø22	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T17	ø-1	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T18	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T21	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T22	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-19T23	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T00	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T03	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T04	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T05	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T06	ø-1	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T07	ø19	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T08	ø34	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T09	ø45	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T10	ø94	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T11	ø128	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T12	ø86	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T13	ø64	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T14	ø65	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T15	ø45	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T16	ø20	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T17	ø-1	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T18	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T21	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T22	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-20T23	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T00	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T01	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T04	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T05	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T06	ø2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T07	ø29	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T08	ø161	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T09	ø354	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T10	ø220	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T11	ø368	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T12	ø229	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T13	ø78	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T14	ø99	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T15	ø134	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T16	ø39	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T17	ø-1	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T18	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T21	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T22	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-21T23	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T00	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T01	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T02	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T04	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T05	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T06	ø3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T07	ø27	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T08	ø73	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T09	ø144	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T10	ø248	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T11	ø351	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T12	ø368	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T13	ø265	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T14	ø172	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T15	ø86	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T16	ø26	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T17	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T18	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T20	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T21	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T22	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-22T23	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-23T00	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-23T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-23T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-23T03	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-23T04	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-23T05	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-23T06	ø9	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-23T07	ø64	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-23T08	ø125	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
2011-02-23T09	ø200	https://doi.pangaea.de/10.1594/PANGAEA.815769; https://doi.pangaea.de/10.1594/PANGAEA.815775
